id_cartorio,texto,estado,cidade,data
116,Terreno Rural de 3293m² transferido de Luan Cirino (956.340.287-10) para Otávio Mendes (340.821.769-69) via Recuperação de Crédito.,RO,Ariquemes,05/2024
92,Casa (259m²) transferido de Luan da Cruz (493.268.107-04) para Ferreira (29.706.418/0001-09) por meio de Compra e Venda.,MS,Dourados,12/2024
301,"Terreno Rural de 9937m², Recuperação de Crédito realizado entre Gabrielly Pimenta (462.795.081-02) e Viana (41.756.283/0001-83).",BA,Vitória da Conquista,10/2023
242,Processo de Compra e Venda: Apartamento de 64m² passou de Enzo Gabriel Melo (897.150.342-41) para Rodrigues Campos Ltda. (72.581.364/0001-13).,AC,Sena Madureira,01/2024
289,Processo de Usucapião Extrajudicial: Apartamento de 269m² passou de Teixeira Abreu - ME (39.760.851/0001-78) para Leão da Cunha Ltda. (67.150.894/0001-77).,CE,Fortaleza,06/2024
115,"Terreno Rural de 14806m², Recuperação de Crédito realizado entre Costela e Filhos (25.037.861/0001-75) e Lorena Rodrigues (721.895.460-01).",AP,Santana,12/2024
111,Casa (265m²) transferido de Raul Lima (397.265.108-21) para Fogaça Rezende Ltda. (20.156.973/0001-21) por meio de Compra e Venda.,TO,Araguaína,11/2024
185,"Casa de 76m², Usucapião Extrajudicial realizado entre Rafael Sá (403.159.728-23) e da Rosa da Rosa Ltda. (75.401.632/0001-66).",MT,Cuiabá,06/2024
97,Processo de Compra e Venda: Casa de 140m² passou de Caldeira (47.560.329/0001-70) para Gabrielly da Cruz (146.852.073-35).   ,PR,Maringá,05/2023
256,Casa com 258m² foi transferido de Correia (81.345.709/0001-20) para Asafe Azevedo (172.365.490-61) através de Recuperação de Crédito.,MS,Três Lagoas,09/2023
259,Casa com 193m² foi transferido de Nathan da Mota (679.834.152-73) para Vasconcelos Ltda. (71.038.642/0001-28) através de Compra e Venda.   ,TO,Palmas,02/2024
21,Terreno Rural de 28606m² transferido de Aparecida (03.742.596/0001-93) para Bryan Borges (915.463.780-57) via Recuperaçãode Crédito.,ES,Vila Velha,06/2024
256,Casa com 169m² foi transferido de Henrique Andrade (892.04@7.356-00) para Pereira Sousa - ME (75.348.062/0001-98) através de Usucapião Extrajudicial.   ,MS,Três Lagoas,05/2023
3,Apartamento (62m²) transferido de Monteiro (36.598.412/0001-12) para da Cruz (72.159.306/0001-04) por meio de Recuperação de Crédito.,AC,Sena Madureira,12/2023
160,Terreno Rural com 27287m² foi transferido de Manuella Cavalcanti (205.398.647-65) para Lucca Aparecida (612.584.709-85) através de Compra e Venda.,BA,Feira de Santana,02/2024
200,Casa de 159m² transferido de Dr. Rael Macedo (694.270.185-85) para Liz Vieira (759.248.630-00) via Usucapião Extrajudicial.,AP,Macapá,07/2023
79,Apartamento com 156m² foi transferido de Lima S.A. (15.936.478/0001-03) para Bruna da Paz (785.401.236-90) através de Recuperação de Crédito.,TO,Gurupi,06/2023
100,Casa de 60m² transferido de da Mata Peixoto Ltda. (01.628.547/0001-07) para Isadora Pereira (194.650.238-33) via Compra e Venda.,AP,Santana,07/2024
317,Processo de Usucapião Extrajudicial: Casa de 283m² passou de Fonseca Araújo - ME (61.978.203/0001-41) para Maria Helena Aparecida (905.613.284-98).,MG,Juiz de Fora,05/2024
176,Processo de Usucapião Extrajudicial: Apartamento de 81m² passou de Bella Lopes (625.091.738-12) para Brayan Pimenta (684.351.792-73).,CE,Fortaleza,11/2023
284,Processo de Usucapião Extrajudicial: Casa de 277m² passou de Benjamim Souza (218.365.047-80) para Nascimento Pinto S.A. (56.798.410/0001-84).,PE,Olinda,10/2023
290,Processo de Compra e Venda: Terreno Rural de 41337m² passou de Bruna Jesus (608.945.172-01) para Sr. Joaquim Casa Grande (238.760.914-03).,TO,Gurupi,01/2025
313,"Apartamento de 186m², Recuperação de Crédito realizado entre Ana Vitória Fogaça (564.127.908-02) e Júlia Ribeiro (348.560.192-60).",ES,Vila Velha,10/2023
346,Apartamento (151m²) transferi@do de Yago da Rosa (739.650.824-00) para Lavínia Mendonça (458.907.163-1) por meio de Compra e Venda.,MA,São Luís,02/2024
261,Terreno Rural (30087m²#) transferido de Fogaça (35.941.270/0001-81) para Ana Beatriz Dias (801.752.439-05) por meio de Compra e Venda.,SP,São Paulo,08/2024
232,Casa (267m²) transferido de Maria Clara Cardoso (614.790.823-50) para Cassiano (90.532.176/0001-87) por meio de Recuperação de Crédito.,ES,Vitória,01/2024
207,"Casa de 94m², Usucapião Extrajudicial realizado entre Macedo (68.793.024/0001-89) e &Teixeira (16.879.325/0001-26).   ",GO,Goiânia,02/2024
318,Processo de Usucapião Extrajudicial: Apartamento de 166m² passou de Sra. Luísa Camargo (890.623.457-00) para Anna Liz Pastor (673.482.150-&17).   ,AL,Palmeira dos Índios,09/2023
324,Processo de Compra e Venda: Terreno Rural de 27682m² passou de Cavalcanti Garcia - ME (94.826.073/0001-80)para Sampaio (75.249.610/0#001-22).   ,RO,Ariquemes,09/2024
36,"Casa de 108m², Compra e Venda realizado entre Oliveira (23.981.576/0001-82) e Maria Julia irino (041.573.826-17).   ",MG,Uberlândia,11/2024
172,Terreno Rural (41160m²) transferido de Carvalho (05.146.928/0001-00) para da Cunha (04.758.362/0001-05) por meio de Compra e Venda.,RS,Porto Alegre,11/2023
208,Terreno Rural com 46175m² foi transferido de Sabrina Caldeira (583.621.049-70) para Alice Aragão (023.165.794-34) através de Compra e Venda.,RS,Caxias do Sul,09/2023
21,Casa com 212m² foi transferido de Souza S/A (91.823.407/0001-74) para Ravy Nascimento (387.950.642-65) através de Recuperação de Crédito.,ES,Vila Velha,12/2023
141,"Casa de 206m², Recuperação de Crédito realizado entre Cirino Silveira - EI (34.607.981/0001-51) e Araújo S.A. (58.301.746/0001-15).",AP,Macapá,02/2025
212,Apartamento de 171m² transf$erido de Barbosa Casa Grande Ltda. (02.193.657/0001-48) para Aparecida (85.362.071/0001-97) via Recuperação de Crédito.   ,AC,Sena Madureira,12/2023
308,"Apartamento de 219m², Recuperação de Crédito realizado entre da Conceição (68.213.954/0001-16) e Dr. Luigi Ferreira (742.013.586-07).",ES,Vila Velha,12/2023
325,Casa com 300m² foi transferido de Fonseca (92.865.437/0001-06) para Nogueira S/A (59.678.134/0001-09) através de Recuperação de Crédito.,MA,Imperatriz,04/2023
284,Casa de 206m² transferido de Vasconcelos (07.394.165/0001-34) para da Conceição e Filhos (61.073.428/0001-59) via Compra e Venda.,PE,Olinda,06/2024
236,Aartamento com 92m² fo@i transferido de Luiz Henrique Lopes (692.417.830-87) para Antonella Leão (158.796.032-02) através de Compra e Venda.   ,BA,Feira de Santana,03/2023
211,Processo de Recuperação de Crédito: Casa de 213m² passou de Pastor S.A. (12.495.308/0001-34) para Costa (94.385.016/0001-03).,AL,Arapiraca,06/2024
314,Apartamento com 258m² foi transferido de Gonçalves (53.608.297/0001-39) para Melo Rocha - ME (47.852.391/0001-36) através de Compra e Venda.,MG,Uberlândia,03/2024
14,Processo de Recuperação de Crédito: Terreno Rural de 10623m² passou de da Conceição Sá e Filhos (86.923.715/0001-31) para Sr. Danilo Sampaio (650.187.329-03).,BA,Feira de Santana,09/2023
76,Processo de Compra e Venda: Terreno Rural de 6039m² passou de Danilo Albuquerque (731.695.028-59) para Yasmin Lima (748.532.609-00).,SE,Lagarto,10/2023
111,Casa com 58m² foi transferido de Erick Barbosa (234.178.056-35) para Srta. Letícia Oliveira (975.310.482-05) através de Recuperação de Crédito.,TO,Araguaína,01/2024
161,"Terreno Rural de 23435m², Usucapião Extrajudicial realizado entre Castro (61.890.547/0001-02) e Macedo (06.974.318/0001-50).",MG,Uberlândia,09/2024
261,Processo de Recuperação de Crédito: Terreno Rural de 24962m² passou de da Conceição (31.254.096/0001-48) para Nogueira (24.836.907/0001-53).,SP,São Paulo,08/2024
45,Apartamento (88m²) transferido de Heitor Martins (127.439.685-91) para Cassiano e Filhos (21.597.406/0001-73) por meio de Usucapião Extrajudicial.,PR,Londrina,02/2023
190,Processo de Usucapião Extrajudicial: Casa de 203m² passou de da Cunha (17.635.209/0001-24) para Nunes (08.215.976/0001-93).,RN,Parnamirim,05/2024
245,Casa com 70m² foi transferido de Castro (01.742.658/0001-31) para Isabela da Rocha (937.051.682-40) através de Compra e Venda.,MS,Três Lagoas,08/2023
263,Apartamento com 70m² foi transferido de Alice Vieira (963.187.450-84) para Cassiano e Filhos (93.524.076/0001-05) através de Usucapião Extrajudicial.,RO,Porto Velho,05/2023
300,"Terreno Rural de 47369m², Usucapião Extrajudicial realizado entre Sousa (95.13.024/0001-18) e Lucas da Luz (356.81$4.720-35).",GO,Rio Verde,06/2024
330,Casa com 67m² foi transferido de Hellena Guerra (675.280.943-74) para Souza (86.430.219/0001-46) através de Usucapião Extrajudicial.,RN,Natal,10/2023
193,Casa (162m²) transferido de Novaes Jesus S/A (27.630.498/0001-22) para da Cunha Montenegro S.A. (60.895.342/0001-49) por meio de Compra e Venda.,PI,Picos,03/2024
133,"Casa de 91m², Compra e Venda realizad&o entre Olivia Souza (756.923.041-80) e Martins (21.785.093/0001-87).   ",PA,Ananindeua,05/2024
4,"Terreno Rural de 32139m², Compra e Venda realizado entre Yago Lima (586.073.419-01) e Emilly Farias (750.928.341-88).",AL,Maceió,02/2023
24,"Apartamento de 264m², Compra e Venda realizado entre Macedo Rezende Ltda. (17.836.594/0001-78) e Dr. Dom Cavalcante (802.379.516-30).",GO,Anápolis,08/2023
129,Terreno Rural (7038m²) transferido de Juliana Moraes (751.293.046-16) para Gael Moreira (807.945.632-10) por meio de Recuperação de Crédito.,SC,Blumenau,06/2023
252,Processo de Compra e Venda: Apartamento de 228m² passou de Mirella da Rocha (720.593.148-79) para Calebe da Mota (376.194.508-66).,AL,Maceió,06/2023
325,"Casa de 120m², Usucapião Extrajudicial realizado entre Duarte Albuquerque - ME (78.235.691/0001-08) e Pinto (29.086.745/0001-05).",MA,Imperatriz,11/2023
312,Casa de 155m² transferido de Henrique Correia (170.832.695-21) para Almeida S/A (81.069.473/0001-47) via Recuperação de Crédito.,PA,Santarém,06/2024
29,"Terreno Rural de 40581m², Recuperação de Crédito realizado entre Rios Fonseca S/A (57.230.691/0001-37) e Nascimento (47.068.325/0001-70).",MT,Cuiabá,09/2023
259,Apartamento de 86m² transferido de Sampaio (92.531.480/0001-35) para Santos (82.153.960/0001-56) via Compra e Venda.,TO,Palmas,06/2023
152,Casa (152m²) transferido de Danilo Borges (837.406.159-66) para Stephany Porto (742.906.813-87) por meio de Usucapião Extrajudicial.,TO,Araguaína,04/2024
109,"Casa e 176m², Usucapião Extrajudicial realizado entre Freitas (79.263.154/0001-26) e Cunha (90.826.341/0001-03).",RS,Caxias do Sul,03/2023
340,"Casa de 249m², Recuperação de Créd%ito realizado entre João Lucas zevedo (127.596.038-30) e Sofia da Mota (081.423.567-08).",PA,Ananindeua,05/2023
63,Apartamento de 146m² transferido de Brenda Correia (572.618.304-53) para Aurora Borges (789.452.130-23) via Usucapião Extrajudicial.,RO,Ji-Paraná,10/2023
339,Apartamento de 245m² transferido de Costa (82.016.745/0001-03) para Araújo (10.249.836/0001-88) via Compra e Venda.,RS,Caxias do Sul,10/2023
19,Apartamento (127m²) transferido de Yago Vargas (478.106.395-01) para Sousa Martins e Filhos (98.351.472/0001-93) por meio de Recuperação de Crédito.,DF,Brasília,09/2023
49,Casa de 99m² transferido de Gonçalves (18.609.243/0001-97) para Nunes (73.416.895/0001-13) via Recuperação de Crédito.,PE,Caruaru,06/2024
81,Terreno Rural (31493m²) transferido de Dias Carvalho - ME (67.489.031/0001-29) para Ana Beatriz Pereira (783.542.901-23) por meio de Compra e Venda.,GO,Rio Verde,04/2024
251,Casa (109m²) transferido de Srta. Maria Luísa Moraes (534.801.296-33) para Pietro Mendonça (561.479.380-10) por meio de Compra e Venda.,AC,Rio Branco,11/2024
119,Processo de Recuperação de Crédito: Terreno Rural de 5979m² passou de Sara Ramos (495.637.812-28) para Leão da Conceição Ltda. (14.635.908/0001-86).,TO,Araguaína,07/2023
243,Casa de 222m² transferido de Nunes S/A (36.920.748/0001-50) para Ana Luiza Barbosa (871.435.296-64) via Usucapião Extrajudicial.,MT,Várzea Grande,09/2024
107,"Casa de 148m², Compra e Venda realizado entre Pereira da Rocha S/A (48.563.921/0001-99) e Maria Laura Sales (207.164.895-11).",RN,Parnamirim,07/2024
194,Apartamento com 286m² foi transferido de Moreira (96.742.581/0001-06) para Erick da Paz (801.524.736-53) através de Compra e Venda.,RR,Caracaraí,11/2023
271,"Terreno Rural de 35893m², Compra e Venda realizado entre Lorenzo Freitas (453.827.160-80) e João Cavalcante (651.078.439-48).   ",SC,Blumenau,05/2024
331,Processo de Usucapião Extrajudicial: Terreno Rural de 40452m² passou de Fernandes (64.807.519/0001-69) para Sr. Vinícius Correia (305.912.874-04).,RO,Ji-Paraná,05/2023
328,Terreno Rural com 33791m² foi transferido de da Rosa (23.041.876/0001-81) para Diego Cavalcante (953.407.862-00) através de Recuperação de Crédito.,PI,Picos,10/2023
167,Terreno Rural com 5996m² foi transferido de Jade Silveira (876.159.324-91) para Fogaça - EI (15.407.689/0001-40) através de Compra e Venda.,MG,Belo Horizonte,03/2023
85,Casa (280m²) transferido de Novais (23.951.607/0001-52) para Almeida (67.839.501/0001-37) por meio de Compra e Venda.,TO,Araguaína,12/2024
290,Terreno Rural de 1586m² transferido de Alícia da Luz (813.490.657-57) para Yago Freitas (034.512.679-34) via Compra e Venda.,TO,Gurupi,12/2024
172,"Terreno Rural de 41083m², Usucapião Extrajudicial realizado entre Isabella Andrade (926.503.817-95) e Aurora Farias (563.207.891-40).",RS,Porto Alegre,03/2024
67,Terreno Rural (39083m²) transferido de Rios (04.931.867/0001-11) para Ayla Silveira (218.305.649-51) por meio de Recuperação de Crédito.,RR,Caracaraí,07/2024
169,"Apartamento de 79m², Recuperação de Crédito realizado entre Fernandes (38.415.926/0001-10) e da Mata (59.647.031/0001-81).",RO,Porto Velho,03/2024
337,"Apartamento de 244m², Recuperação de Crédito realizado entre Cirino (25.689.473/0001-79) e Pastor Ltda. (38.169.740/0001-29).",MA,São Luís,05/2023
198,Processo de Usucapião Extrajudicial: Apartamento de 74m² passou de da Mata (90.235.786/0001-19) para Pedro Miguel Sales (592.180.673-03).,TO,Palmas,08/2023
199,Terreno Rural de 34591m² transferido de Farias (50.632.971/0001-22) para Maria Sophia Cirino (370.485.296-10) via Usucapião Extrajudicial.,SC,Joinville,07/2023
339,"Casa de 298m², Usucapião Etrajudicial realizado entre Bernardo Guerra (741.&326.890-69) e Sabrina Cavalcante (164.073.598-48).   ",RS,Caxias do Sul,07/2023
203,Processo de Recuperação de Crédito: Casa de 50m² passou de Araújo - EI (67.149.805/0001-72) para Montenegro (96.153.207/0001-75).,RJ,Rio de Janeiro,06/2023
306,Terreno Rural (16476m²) transferido de Erick da Costa (964.283.5@01-06) paraVinicius Monteiro (950.613.427-80) por meio de Recuperação de Crédito.,RJ,Niterói,07/2023
265,Apartamento de 266m² transferido de João Felipe Moraes (734.508.192-32) para Correia (57.140.682/0001-55) via Recuperação de Crédito.,RN,Parnamirim,03/2024
271,Terreno Rural (16733m²) transferido de Sra. Maria Liz Cassiano (857.140.693-66) para Sr. Luigi Siqueira (571.634.820-35) por meio de Recuperação de Crédito.,SC,Blumenau,02/2023
112,Terreno Rural com 1019m² foi transferido de Aylla Carvalho (971.683.452-73) para Casa Grande (62.049.851/0001-86) através de Compra e Venda.,PA,Ananindeua,05/2024
314,Casa (62m²) transferido de Silva Carvalho - ME (50.794.623/0001-51) para Levi Lima (456.731.098-57) por meio de Usucapião Extrajudicial.,MG,Uberlândia,09/2024
7,Terreno Rural (38513m²) transferido de Dom Costa (243.970.861-50) para Letícia da Paz (138.062.957-86) por meio de Recuperação de Crédito.,AP,Macapá,07/2023
87,Apartamento (138m²) transferido de Peixoto (62.457.309/0001-62) para Novaes Mendes S.A. (91.725.846/000@1-44) por meio de Recuperação de Crédito.   ,AC,Sena Madureira,10/2024
71,Casa de 243m² transferido de Alana Barros (471.259.836-00) para Monteiro (08.245.139/0001-07) via Recuperação de Crédito.,SP,São Paulo,07/2024
268,"Terreno Rural de 2254m², Recuperação de Crédito realizado entre Sofia Fernandes (692.810.435-05) e Emanuelly Correia (162.450.798-02).",AC,Cruzeiro do Sul,06/2024
307,"Casa de 55m², Usucapião Extrajudicial realizado entre Lima Sá e Filhos (24.689.713/0001-72) e Sra. Ana Carolina Campos (650.123.879-02).",CE,Juazeiro do Norte,11/2024
278,"Terreno Rural de 21566m², Recuperação de Crédito realizado entre Bryan Fernandes (047.153.298-32) e Novais e Filhos (54.973.681/0001-01).",PE,Recife,08/2024
323,Processo de Compra e Venda: Casa de 67m² passou de da Conceição (85.270.369/0001-77) para Andrade (42.079.516/0001-13).,AP,Laranjal do Jari,12/2023
42,Processo de Recuperação de Crédito: Casa de 218m² passou de Cauã Mendes (678.031.925-21) para Lorenzo Vasconcelos (745.382.096-00).,PB,Campina Grande,09/2024
284,"Apartamento de 150m², Usucapião Extrajudicial realizado entre Nogueira (75.418.329/0001-76) e Peixoto (30.549.812/0001-51).",PE,Olinda,12/2024
297,Casa (145m²) transferido de Maria Eduarda Rezende (390.746.581-48) para Ana Vitória Pinto (391.054.826-15) por meio de Recuperação de Crédito.,AL,Palmeira dos Índios,05/2024
73,Terreno Rural com 37222m² foi transferido de Maria Helena Mendonça (859.432.761-73) para Cassiano (6.279.130/0001-49) através de Compra e Venda.   ,SP,Santos,06/2023
163,Apartamento com 150m² foi transferido de Levi Rodrigues (341.758.692-55) para Moraes S.A. (43.957.680/0001-49) através de Recuperação de Crédito.,AP,Santana,11/2024
311,Casa (294m²) transferido de Novaes Nogueira S.A. (04.635.912/0001-90) para Gonçalves Ltda. (24.867.031/0001-02) por meio de Usucapião Extrajudicial.,RN,Parnamirim,03/2024
322,Processo de Recuperação de Crédito: Apartamento de 70m² passou de Luigi Siqueira (613.759.428-91) para Laura Rios (895.031.627-77).,RN,Natal,03/2024
320,"Casa de 135m², Recuperação de Crédito realizado entre Laís Ferreira (701.845.296-11) e Marina Pimenta (405.692.178-49).",RR,Boa Vista,09/2023
123,Processo de Usucapião Extrajudicial: Casa de 175m² passou de Macedo (57.602.314/0001-81) para Almeida (09.576.281/0001-08).,RS,Caxias do Sul,03/2024
272,Apartamento de 296m² transferido de Brayan Novais (952.814.073-41) para Machado (30.189.746/0001-56) via Compra e Venda.,TO,Palmas,07/2023
89,Processo de Recuperação de Crédito: Casa de 210m² passou de Vargas Pinto e Filhos (07.631.429/0001-26) para Vinicius Costela (501.374.896-84).,AL,Palmeira dos Índios,11/2024
2,Apartamento de 98m² transferido de Isis Moraes (632.490.587-00) para Srta. Maria Clara Nunes (350.968.741-84) via Compra e Venda.,AC,Cruzeiro do Sul,10/2023
137,Apartamento (154m²) transferido de Léo Mendonça (238.195.640-98) para Dr. Calebe Fogaça (162.397.084-96) por meio de Compra e Venda.,MS,Três Lagoas,08/2024
111,Processo de Compra e Venda: Apartamento de 261m² passou de da Mota Barros Ltda. (14.825.793/0001-92) para da Paz (61.832.745/0001-01).,TO,Araguaína,11/2023
261,Apartamento (269m²) transferido de Câmara S/A (47.816.953/0001-96) para Vargas (14.793.860/0001-34) por meio de Usucapião Extrajudicial.,SP,São Paulo,07/2023
9,Casa de 294m² transferido de Arthur Miguel Mendes (465.897.203-47) para Sra. Cecília Fogaça (602.397.518-68) via Compra e Venda.,AP,Laranjal do Jari,07/2023
252,Apartamento (91m²) transferido de Machado e Filhos (64.910.237/0001-92) p&ara Henry Peixoto (385.260.419-24) por meio de Recuperação de Crédito.,AL,Maceió,05/2023
290,"Terreno Rural de 27389m², Usucapião Extrajudicial realizado entre Dr. Benicio da Rosa (287.396.015-95) e Macedo Carvalho - EI (36.921.845/0001-67).",TO,Gurupi,06/2023
286,Processo de Compra e Venda: Terreno Rural de 6699m² passou de Mendonça Novais - EI (79.306.812/0001-10) para Júlia Pires (475.321.869-46).,RO,Ji-Paraná,12/2024
154,Processo de Recuperação de Crédito: Terreno Rural de 30997m² passou de Nascimento Leão - ME (83.972.051/0001-02) para da Cunha (20.148.639/0001-26).,RR,Boa Vista,09/2024
106,Apartamento (170m²) transferido de Viana (82.497.163/0001-96) para Ísis Lima (049.723.581-14) por meio de Compra e Venda.,SC,Joinville,09/2023
98,Apartamento (113m²) transferido de Sousa (06.895.314/0001-86) para Lorena da Costa (879.563.214-09) por meio de Usucapião Extrajudicial.,RO,Porto Velho,08/2023
328,Apartamento de 128m² transferido de Aparecida (39.246.581/0001-81) para Cirino (74.386.950/0001-32) via Usucapião Extrajudicial.,PI,Picos,12/2024
322,Processo de Recuperação de Crédito: Terreno Rural de 35837m² passou de Aragão - ME (84.521.690/0001-14) para Evelyn da Mata (754.928.103-32).,RN,Natal,12/2023
243,Processo de Usucapião Extrajudicial: Terreno Rural de 39632m² passou de Sra. Maria Luiza da Cruz (085.326.741-35) para Sra. Ana Carolina Farias (386.021.947-22).,MT,Várzea Grande,09/2024
357,Terreno Rural com 6908m² foi transferido de Vitória Peixoto (045.139.278-79) para Dias - ME (94.260.853/0001-06) através de Compra e Venda.,PB,João Pessoa,07/2024
224,Processo de Usucapião Extrajudicial: Apartamento de 158m² passou de Pinto (95.614.837/0001-37) para Gabrielly das Neves (538.609.174-39).,GO,Anápolis,03/2024
284,Casa de 209m² transferido de Pacheco Martins S.A. (45.720.163/0001-87) para Mendes - EI (17.836.249/0001-34@) via Recuperação de Crédito.   ,PE,Olinda,03/2024
305,Processo de Compra e Venda: Apartamento de 52m² passou de Cecília Monteiro (186.270.439-22) para Clarice Mendes (105.#637.429-25).,SE,Lagarto,08/2023
351,Terreno Rural de 38866m² transferido de da Rosa (21.704.389/0001-26) para Cavalcante Moura S.A. (95.068.124/0001-15) via Compra e Venda.,PB,João Pessoa,03/2024
316,Casa de 170m² transferido de Felipe Vargas (382.467.590-00) para Sr. Rodrigo Pastor (570.348.612-26) via Usucapião Extrajudicial.,AM,Itacoatiara,12/2023
283,Terreno Rural (38537m²) transferido de Maria Julia Montenegro (609.257.318-03) para da Rosa Viana Ltda. (71.548.326/0001-04) por meio de Usucapião Extrajudicial.   ,AL,Palmeira dos Índios,04/2023
352,Terreno Rural (25541m²) transferido de Garcia Mendes - ME (31.204.657/0001-02) para Guerra Fogaça S/A (87.329.601/0001-20) por meio de Compra e Venda.,RR,Caracaraí,06/2023
180,"Apartamento de 220m², Compra e Venda realizado entre Cardoso e Filhos (53.824.107/0001-10) e da Cunha (45.826.907/0001-42).",AM,Itacoatiara,03/2024
16,Processo de Usucapião Extrajudicial: Terreno Rural de 1651m² passou de Martins (76.189.423/0001-63) para Dra. Cecilia da Costa (425.690.183-33).,CE,Fortaleza,10/2023
260,"Casa de 192m², Recuperação de Crédito realizado entre Pimenta (37.218.650/0001-18) e Rodrigues S/A (67.534.028/0001-80).",GO,Anápolis,07/2023
198,Processo de Recuperação de Crédito: Terreno Rural de 19791m² passou de Maysa Santos (871.509.643-20) para Silveira Ltda. (56.314.890/0001-60).,TO,Palmas,01/2024
302,"Terreno Rural de 39747m², Compra e Venda realizado entre Asafe Caldeira (716.528.390-03) e André Cardoso (436.907.521-16).",MA,São Luís,09/2023
186,Apartamento (123m²) transferido de Farias Sousa S.A. (58.671.403/0001-42) para Raul Farias (459.378.620-74) por meio de Usucapião Extrajudicial.,DF,Brasília,12/2024
221,Terreno Rural de 4205m² transferido de Fonseca - EI (52.861.093/0001-42) para Vargas (52.874.961/0001-29) via Recuperação de Crédito.,RN,Mossoró,05/2024
323,Terreno Rural com 25270m² foi$ transferido de Calebe Vargas (598.206.731-86) para ellena Pimenta (071.248.935-50) através de Compra e Venda.,AP,Laranjal do Jari,04/2024
173,Apartamento (163m²) transferido de Cunha (79.602.514/0001-77) para Sales (80.721.536/0001-35) por meio de Recuperação de Crédito.,RO,Ji-Paraná,07/2023
238,Terreno Rural de 6041m² transferido de Sr. Ryan Abreu (806.479.312-22) para Ian Duarte (862.704.319-13) via Recuperação de Crédito.,PI,Teresina,07/2023
195,Apartamento de 93m² transferido de Aurora Caldeira (793.508.641-93) para Mariah Pastor (249.360.857-74) via Compra e Venda.,PR,Maringá,12/2023
49,Terreno Rural com 5671m² foi transferido de Novaes (34.160.725/0001-69) para Ramos Gomes S.A. (92.058.164/0001-98) através de Compra e Venda.,PE,Caruaru,08/2024
127,Processo de Compra e Venda: Casa de 126m² passou de Rezende S/A (51.783.640/0001-56) para Moraes (60.513.298/0001-65).,SE,Aracaju,01/2024
82,Casa (170m²) transferido de Ana Carolina Machado (683.204.571-90) para Peixoto (84.607.153/0001-91) por meio de Compra e Venda.,BA,Feira de Santana,04/2023
135,Apartamento com 206m² foi transferido de Theodoro Brito (985.406.321-60) para João Lucas Dias (167.984.035-57) através de Usucapião Extrajudicial.,CE,Juazeiro do Norte,09/2024
238,Processo de Recuperação de Crédito: Casa de 277m² passou de Jesus (56.297.384/0001-00) para Diego Gonçalves (815.943.207-05).,PI,Teresina,10/2023
247,Terreno Rural com 32957m² foi transferido de Moreira Ltda. (62.794.035/0001-05) para Oliveira (48.935.076/0001-35) através de Recuperação de Crédito.,SC,Blumenau,04/2024
174,Terreno Rural com 24789m² foi transferido de Aragão (18.632.475/0001-66) para Machado - ME (89.675.032/0001-09) através de Compra e Venda.,PA,Belém,05/2023
34,Terreno Rural (44403m²) transferido de Vinícius Monteiro (624.089.713-22) para Joana Melo (368.752.149-46) por meio de Compra e Venda.,MS,Três Lagoas,10/2023
174,Terreno Rural com 40285m² foi transferido de Guilherme Nogueira (687.153.904-20) para da Conceição S.A. (30.924.187/0001-80) através de Usucapião Extrajudicial.,PA,Belém,09/2023
11,Terreno Rural com 42228m² foi transferido de Marques (97.215.604/0001-97) para Costela Freitas  ME (03.591.467/0001-41) através de Compra e Venda.,AM,Parintins,05/2023
341,"Terren Rural de 46528m², Usucapião Extrajudicial realizado entre Mendes (06.192.384/0001-78) e Barbosa Vieira e Filhos (91.765.420/0001-14).",ES,Vitória,08/2024
215,Casa (76m²) transferido de Cavalcanti Andrade - EI (82.963.740/0001-98) para Lopes Moreira e Filhos (74.193.086/0001-52) por meio de Compra e Venda.,AC,Cruzeiro do Sul,11/2024
20,Apartamento (163m²) transferido de Julia Cavalcante (870.596.314-10) para Cassiano (05.967.843/0001-85) por meio de Recuperação de Crédito.,ES,Vitória,09/2024
340,"Terreno Rural de 28849m², Usucapião Extrajudicial realizado entre Moreira (24.860.937/0001-03) e Ravi Câmara (476.031.892-50).",PA,Ananindeua,09/2024
149,Terreno Rural (4834m²) transferido de Novaes - EI (28.561.079/0001-49) para Nunes (97.610.325/0001-28) por meio de Usucapião Extrajudicial.,RO,Porto Velho,04/2024
23,Terreno Rural de 38298m² transferido de José Porto (023.418.679-87) para Lucca Martins (804.236.915-89) via Usucapião Extrajudicial.,GO,Goiânia,04/2023
283,Apartamento (241m²) transferido de Freitas Ltda. (12.908.735/0001-05) para Novais (27.160.584/0001-19) por meio de Usucapião Extrajudicial.,AL,Palmeira dos Índios,03/2023
119,Terreno Rural de 16494m² transferido de Augusto Souza (196.548.072-11) para Anna Liz Aparecida (728.069.354-74) via Usucapião Extrajudicial.,TO,Araguaína,10/2023
240,Terreno Rural de 34434m² transferido de Gonçalves - ME (57.032.941/0001-24) para Elisa Novais (492.508.376-74) via Compra e Venda.,AC,Cruzeiro do Sul,01/2025
337,Casa (261m²) transferido de Casa Grande Pires S/A (74.520.368/0001-17) para Thomas Pastor (426.890.571-58) por meio de Compra e Venda.,MA,São Luís,09/2024
42,"Apartamento de 248m², Compra e Venda realizado entre Dr. Augusto Farias (645.270.931-34) e Machado (43.721.806/0001-81).",PB,Campina Grande,08/2024
